embedding_model,classifier,repeat,seed,precision,recall,f1,nb_0,nb_1,elapsed_train,elapsed_test
roberta,XGBoost,5,46,0.9580498866213152,0.9731285988483686,0.965530375166635,112913,2605,15.13542,0.37899
albert,RandomForest,6,47,0.993521517815826,0.8241842610364684,0.9009651699538397,112913,2605,225.37124,2.4731
albert,LogisticRegression,6,47,0.30394088669950736,0.9474088291746641,0.4602331002331002,112913,2605,81.14834,0.01497
albert,KNN,6,47,0.9662698412698413,0.7477927063339731,0.8431075524778187,112913,2605,0.18447,105.68797
albert,MLP,6,47,0.9086687306501547,0.9013435700575816,0.9049913278088264,112913,2605,133.03307,0.42302
albert,CatBoost,6,47,0.8821710752318791,0.9857965451055662,0.9311094996374184,112913,2605,63.70622,0.13266
albert,XGBoost,6,47,0.9703618167821401,0.9677543186180422,0.9690563136651932,112913,2605,15.5631,0.38188
bart,RandomForest,6,47,0.993521517815826,0.8241842610364684,0.9009651699538397,112913,2605,226.05828,2.69178
bart,LogisticRegression,6,47,0.30394088669950736,0.9474088291746641,0.4602331002331002,112913,2605,81.59738,0.01487
bart,KNN,6,47,0.9662698412698413,0.7477927063339731,0.8431075524778187,112913,2605,0.18396,106.11406
bart,MLP,6,47,0.9086687306501547,0.9013435700575816,0.9049913278088264,112913,2605,132.89064,0.44655
bart,CatBoost,6,47,0.8821710752318791,0.9857965451055662,0.9311094996374184,112913,2605,61.97467,0.13291
bart,XGBoost,6,47,0.9703618167821401,0.9677543186180422,0.9690563136651932,112913,2605,15.38143,0.38338
bert,RandomForest,6,47,0.993521517815826,0.8241842610364684,0.9009651699538397,112913,2605,225.59314,2.41646
bert,LogisticRegression,6,47,0.30394088669950736,0.9474088291746641,0.4602331002331002,112913,2605,82.02587,0.01486
bert,KNN,6,47,0.9662698412698413,0.7477927063339731,0.8431075524778187,112913,2605,0.18557,105.96855
bert,MLP,6,47,0.9086687306501547,0.9013435700575816,0.9049913278088264,112913,2605,133.44574,0.42152
bert,CatBoost,6,47,0.8821710752318791,0.9857965451055662,0.9311094996374184,112913,2605,61.88268,0.14247
bert,XGBoost,6,47,0.9703618167821401,0.9677543186180422,0.9690563136651932,112913,2605,15.28241,0.38294
distilbert,RandomForest,6,47,0.993521517815826,0.8241842610364684,0.9009651699538397,112913,2605,225.2307,2.43689
distilbert,LogisticRegression,6,47,0.30394088669950736,0.9474088291746641,0.4602331002331002,112913,2605,82.14279,0.01481
distilbert,KNN,6,47,0.9662698412698413,0.7477927063339731,0.8431075524778187,112913,2605,0.18425,104.49451
distilbert,MLP,6,47,0.9086687306501547,0.9013435700575816,0.9049913278088264,112913,2605,133.49384,0.44766
distilbert,CatBoost,6,47,0.8821710752318791,0.9857965451055662,0.9311094996374184,112913,2605,61.88475,0.13167
distilbert,XGBoost,6,47,0.9703618167821401,0.9677543186180422,0.9690563136651932,112913,2605,15.12469,0.38227
minilm,RandomForest,6,47,0.9921586715867159,0.8257197696737044,0.9013199245757385,112913,2605,226.83774,2.46958
minilm,LogisticRegression,6,47,0.3040532216336085,0.9474088291746641,0.4603618727849282,112913,2605,81.7946,0.01493
minilm,KNN,6,47,0.9662698412698413,0.7477927063339731,0.8431075524778187,112913,2605,0.18487,106.06016
minilm,MLP,6,47,0.91299117882919,0.874088291746641,0.8931162973131986,112913,2605,168.85006,0.42015
minilm,CatBoost,6,47,0.8799725651577504,0.9850287907869482,0.9295417496830284,112913,2605,62.47259,0.13517
minilm,XGBoost,6,47,0.9703618167821401,0.9677543186180422,0.9690563136651932,112913,2605,15.17763,0.38004
roberta,RandomForest,6,47,0.993521517815826,0.8241842610364684,0.9009651699538397,112913,2605,228.97705,2.50188
roberta,LogisticRegression,6,47,0.30394088669950736,0.9474088291746641,0.4602331002331002,112913,2605,82.10968,0.01494
roberta,KNN,6,47,0.9662698412698413,0.7477927063339731,0.8431075524778187,112913,2605,0.18262,105.90875
roberta,MLP,6,47,0.9086687306501547,0.9013435700575816,0.9049913278088264,112913,2605,132.69652,0.42157
roberta,CatBoost,6,47,0.8821710752318791,0.9857965451055662,0.9311094996374184,112913,2605,61.6826,0.19636
roberta,XGBoost,6,47,0.9703618167821401,0.9677543186180422,0.9690563136651932,112913,2605,15.10869,0.38215
albert,RandomForest,7,48,0.9921186833565137,0.8214971209213052,0.8987820243595128,112913,2605,222.57222,2.47396
albert,LogisticRegression,7,48,0.29932465026531596,0.9527831094049904,0.45553822152886114,112913,2605,75.11516,0.01526
albert,KNN,7,48,0.9714142427281846,0.7435700575815739,0.842357034137856,112913,2605,0.18701,106.18421
albert,MLP,7,48,0.8821376281112738,0.9251439539347409,0.9031290987446131,112913,2605,126.8182,0.11021
albert,CatBoost,7,48,0.8795470144131777,0.9838771593090211,0.9287914477260373,112913,2605,63.7757,0.1388
albert,XGBoost,7,48,0.959392789373814,0.9704414587332054,0.9648854961832061,112913,2605,15.36112,0.38414
bart,RandomForest,7,48,0.9921186833565137,0.8214971209213052,0.8987820243595128,112913,2605,221.07368,2.43632
bart,LogisticRegression,7,48,0.29932465026531596,0.9527831094049904,0.45553822152886114,112913,2605,74.01194,0.0156
bart,KNN,7,48,0.9714142427281846,0.7435700575815739,0.842357034137856,112913,2605,0.18877,105.87514
bart,MLP,7,48,0.8821376281112738,0.9251439539347409,0.9031290987446131,112913,2605,126.4903,0.11167
bart,CatBoost,7,48,0.8795470144131777,0.9838771593090211,0.9287914477260373,112913,2605,62.58606,0.13069
bart,XGBoost,7,48,0.959392789373814,0.9704414587332054,0.9648854961832061,112913,2605,15.60186,0.37667
bert,RandomForest,7,48,0.9921186833565137,0.8214971209213052,0.8987820243595128,112913,2605,220.79302,2.44575
bert,LogisticRegression,7,48,0.29932465026531596,0.9527831094049904,0.45553822152886114,112913,2605,74.96563,0.01908
bert,KNN,7,48,0.9714142427281846,0.7435700575815739,0.842357034137856,112913,2605,0.18939,105.9645
bert,MLP,7,48,0.8821376281112738,0.9251439539347409,0.9031290987446131,112913,2605,127.5284,0.11033
bert,CatBoost,7,48,0.8795470144131777,0.9838771593090211,0.9287914477260373,112913,2605,63.6288,0.14295
bert,XGBoost,7,48,0.959392789373814,0.9704414587332054,0.9648854961832061,112913,2605,15.4449,0.38359
distilbert,RandomForest,7,48,0.9921186833565137,0.8214971209213052,0.8987820243595128,112913,2605,220.78303,2.40067
distilbert,LogisticRegression,7,48,0.29932465026531596,0.9527831094049904,0.45553822152886114,112913,2605,74.28767,0.01488
distilbert,KNN,7,48,0.9714142427281846,0.7435700575815739,0.842357034137856,112913,2605,0.1833,104.68991
distilbert,MLP,7,48,0.8821376281112738,0.9251439539347409,0.9031290987446131,112913,2605,126.91404,0.11015
distilbert,CatBoost,7,48,0.8795470144131777,0.9838771593090211,0.9287914477260373,112913,2605,62.48238,0.14558
distilbert,XGBoost,7,48,0.959392789373814,0.9704414587332054,0.9648854961832061,112913,2605,15.45521,0.37984
minilm,RandomForest,7,48,0.9916782246879334,0.8234165067178503,0.899748322147651,112913,2605,224.31894,2.75381
minilm,LogisticRegression,7,48,0.306318512132036,0.9547024952015355,0.4638194703468855,112913,2605,108.75163,0.01497
minilm,KNN,7,48,0.9714142427281846,0.7435700575815739,0.842357034137856,112913,2605,0.18474,105.99308
minilm,MLP,7,48,0.9068702290076336,0.9120921305182341,0.9094736842105263,112913,2605,130.63243,0.1332
minilm,CatBoost,7,48,0.8488756613756614,0.9854126679462571,0.9120625333096465,112913,2605,62.30254,0.17545
minilm,XGBoost,7,48,0.9575435936315391,0.9696737044145873,0.9635704749189395,112913,2605,15.4691,0.37881
roberta,RandomForest,7,48,0.9921186833565137,0.8214971209213052,0.8987820243595128,112913,2605,226.64745,2.44811
roberta,LogisticRegression,7,48,0.29932465026531596,0.9527831094049904,0.45553822152886114,112913,2605,73.31536,0.01488
roberta,KNN,7,48,0.9714142427281846,0.7435700575815739,0.842357034137856,112913,2605,0.18487,106.00043
roberta,MLP,7,48,0.8821376281112738,0.9251439539347409,0.9031290987446131,112913,2605,128.20386,0.1109
roberta,CatBoost,7,48,0.8795470144131777,0.9838771593090211,0.9287914477260373,112913,2605,62.26718,0.14218
roberta,XGBoost,7,48,0.959392789373814,0.9704414587332054,0.9648854961832061,112913,2605,15.21914,0.3753
albert,RandomForest,8,49,0.9947842579421526,0.8053742802303263,0.890114552397115,112913,2605,228.89172,2.67746
albert,LogisticRegression,8,49,0.30235682012455734,0.9504798464491363,0.4587733926255327,112913,2605,57.97879,0.01522
albert,KNN,8,49,0.96900826446281,0.7201535508637236,0.8262497247302356,112913,2605,0.18426,105.77941
albert,MLP,8,49,0.9000771604938271,0.8955854126679462,0.8978256686549932,112913,2605,144.4498,0.13465
albert,CatBoost,8,49,0.8843514070006864,0.9892514395393474,0.9338648305852509,112913,2605,62.11335,0.1351
albert,XGBoost,8,49,0.9604863221884499,0.9704414587332054,0.9654382279931258,112913,2605,15.35292,0.3773
bart,RandomForest,8,49,0.9947842579421526,0.8053742802303263,0.890114552397115,112913,2605,229.96813,2.48593
bart,LogisticRegression,8,49,0.30235682012455734,0.9504798464491363,0.4587733926255327,112913,2605,57.79539,0.01491
bart,KNN,8,49,0.96900826446281,0.7201535508637236,0.8262497247302356,112913,2605,0.18464,106.06538
bart,MLP,8,49,0.9000771604938271,0.8955854126679462,0.8978256686549932,112913,2605,144.93385,0.11039
bart,CatBoost,8,49,0.8843514070006864,0.9892514395393474,0.9338648305852509,112913,2605,61.15037,0.13465
bart,XGBoost,8,49,0.9604863221884499,0.9704414587332054,0.9654382279931258,112913,2605,15.29964,0.37745
bert,RandomForest,8,49,0.9947842579421526,0.8053742802303263,0.890114552397115,112913,2605,230.63735,2.50788
bert,LogisticRegression,8,49,0.30235682012455734,0.9504798464491363,0.4587733926255327,112913,2605,57.00045,0.01511
bert,KNN,8,49,0.96900826446281,0.7201535508637236,0.8262497247302356,112913,2605,0.18575,105.12472
bert,MLP,8,49,0.9000771604938271,0.8955854126679462,0.8978256686549932,112913,2605,145.97553,0.13437
bert,CatBoost,8,49,0.8843514070006864,0.9892514395393474,0.9338648305852509,112913,2605,62.07539,0.14471
bert,XGBoost,8,49,0.9604863221884499,0.9704414587332054,0.9654382279931258,112913,2605,15.67564,0.38562
distilbert,RandomForest,8,49,0.9947842579421526,0.8053742802303263,0.890114552397115,112913,2605,228.95506,2.50244
distilbert,LogisticRegression,8,49,0.30235682012455734,0.9504798464491363,0.4587733926255327,112913,2605,57.82435,0.01522
distilbert,KNN,8,49,0.96900826446281,0.7201535508637236,0.8262497247302356,112913,2605,0.18461,105.81151
distilbert,MLP,8,49,0.9000771604938271,0.8955854126679462,0.8978256686549932,112913,2605,145.51926,0.11499
distilbert,CatBoost,8,49,0.8843514070006864,0.9892514395393474,0.9338648305852509,112913,2605,61.05573,0.20512
distilbert,XGBoost,8,49,0.9604863221884499,0.9704414587332054,0.9654382279931258,112913,2605,15.23597,0.37573
minilm,RandomForest,8,49,0.9966856060606061,0.8080614203454894,0.8925164299342803,112913,2605,226.99879,2.41244
minilm,LogisticRegression,8,49,0.30235682012455734,0.9504798464491363,0.4587733926255327,112913,2605,57.69186,0.01517
minilm,KNN,8,49,0.96900826446281,0.7201535508637236,0.8262497247302356,112913,2605,0.18536,106.05514
minilm,MLP,8,49,0.9304526748971194,0.8679462571976967,0.8981132075471698,112913,2605,136.01143,0.13504
minilm,CatBoost,8,49,0.8625544753603754,0.9877159309021113,0.9209019327129563,112913,2605,62.51241,0.1355
minilm,XGBoost,8,49,0.9604863221884499,0.9704414587332054,0.9654382279931258,112913,2605,15.35921,0.37829
roberta,RandomForest,8,49,0.9947842579421526,0.8053742802303263,0.890114552397115,112913,2605,226.69497,2.4068
roberta,LogisticRegression,8,49,0.30235682012455734,0.9504798464491363,0.4587733926255327,112913,2605,57.4185,0.01488
roberta,KNN,8,49,0.96900826446281,0.7201535508637236,0.8262497247302356,112913,2605,0.1826,105.96537
roberta,MLP,8,49,0.9000771604938271,0.8955854126679462,0.8978256686549932,112913,2605,145.8286,0.11126
roberta,CatBoost,8,49,0.8843514070006864,0.9892514395393474,0.9338648305852509,112913,2605,61.4682,0.13786
roberta,XGBoost,8,49,0.9604863221884499,0.9704414587332054,0.9654382279931258,112913,2605,15.62545,0.37474
albert,RandomForest,9,50,0.9940476190476191,0.8333973128598848,0.9066610983503863,112913,2605,226.70878,2.52997
albert,LogisticRegression,9,50,0.3000360620266859,0.9581573896353167,0.45697546686195534,112913,2605,59.81151,0.01548
albert,KNN,9,50,0.9629812438302073,0.7489443378119002,0.8425825955517167,112913,2605,0.18762,106.03358
albert,MLP,9,50,0.9207920792079208,0.8925143953934741,0.9064327485380117,112913,2605,104.99696,0.13526
albert,CatBoost,9,50,0.8595730486991328,0.9892514395393474,0.9198643583794396,112913,2605,63.28685,0.13243
albert,XGBoost,9,50,0.9568318318318318,0.9785028790786948,0.967546023913456,112913,2605,15.73615,0.3734
bart,RandomForest,9,50,0.9940476190476191,0.8333973128598848,0.9066610983503863,112913,2605,227.29025,2.48744
bart,LogisticRegression,9,50,0.3000360620266859,0.9581573896353167,0.45697546686195534,112913,2605,58.84153,0.01541
bart,KNN,9,50,0.9629812438302073,0.7489443378119002,0.8425825955517167,112913,2605,0.18551,105.78679
bart,MLP,9,50,0.9207920792079208,0.8925143953934741,0.9064327485380117,112913,2605,106.6352,0.11101
bart,CatBoost,9,50,0.8595730486991328,0.9892514395393474,0.9198643583794396,112913,2605,61.94783,0.14401
bart,XGBoost,9,50,0.9568318318318318,0.9785028790786948,0.967546023913456,112913,2605,15.20142,0.37627
bert,RandomForest,9,50,0.9940476190476191,0.8333973128598848,0.9066610983503863,112913,2605,226.6747,2.51979
bert,LogisticRegression,9,50,0.3000360620266859,0.9581573896353167,0.45697546686195534,112913,2605,59.80876,0.01515
bert,KNN,9,50,0.9629812438302073,0.7489443378119002,0.8425825955517167,112913,2605,0.18756,106.00711
bert,MLP,9,50,0.9207920792079208,0.8925143953934741,0.9064327485380117,112913,2605,106.14735,0.13483
bert,CatBoost,9,50,0.8595730486991328,0.9892514395393474,0.9198643583794396,112913,2605,61.00489,0.14699
bert,XGBoost,9,50,0.9568318318318318,0.9785028790786948,0.967546023913456,112913,2605,15.19909,0.37524
distilbert,RandomForest,9,50,0.9940476190476191,0.8333973128598848,0.9066610983503863,112913,2605,230.1239,2.48532
distilbert,LogisticRegression,9,50,0.3000360620266859,0.9581573896353167,0.45697546686195534,112913,2605,59.61964,0.0149
distilbert,KNN,9,50,0.9629812438302073,0.7489443378119002,0.8425825955517167,112913,2605,0.18472,104.7066
distilbert,MLP,9,50,0.9207920792079208,0.8925143953934741,0.9064327485380117,112913,2605,106.24236,0.11013
distilbert,CatBoost,9,50,0.8595730486991328,0.9892514395393474,0.9198643583794396,112913,2605,61.54078,0.16175
distilbert,XGBoost,9,50,0.9568318318318318,0.9785028790786948,0.967546023913456,112913,2605,15.4679,0.3807
minilm,RandomForest,9,50,0.9935809261806511,0.8318618042226488,0.9055578771416631,112913,2605,228.96978,2.72514
minilm,LogisticRegression,9,50,0.3,0.9581573896353167,0.4569336384439359,112913,2605,105.10405,0.01486
minilm,KNN,9,50,0.9629812438302073,0.7489443378119002,0.8425825955517167,112913,2605,0.1877,105.82877
minilm,MLP,9,50,0.92442322991249,0.8921305182341651,0.9079898417659699,112913,2605,134.61491,0.13565
minilm,CatBoost,9,50,0.8963117606123869,0.9888675623800384,0.9403175762000365,112913,2605,63.15274,0.13417
minilm,XGBoost,9,50,0.9594137542277339,0.9800383877159309,0.9696164071401443,112913,2605,15.35981,0.37776
roberta,RandomForest,9,50,0.9940476190476191,0.8333973128598848,0.9066610983503863,112913,2605,226.75037,2.47013
roberta,LogisticRegression,9,50,0.3000360620266859,0.9581573896353167,0.45697546686195534,112913,2605,59.82043,0.01492
roberta,KNN,9,50,0.9629812438302073,0.7489443378119002,0.8425825955517167,112913,2605,0.18965,105.95698
roberta,MLP,9,50,0.9207920792079208,0.8925143953934741,0.9064327485380117,112913,2605,106.62844,0.11086
roberta,CatBoost,9,50,0.8595730486991328,0.9892514395393474,0.9198643583794396,112913,2605,61.17074,0.14114
roberta,XGBoost,9,50,0.9568318318318318,0.9785028790786948,0.967546023913456,112913,2605,15.38422,0.3843
albert,RandomForest,10,51,0.9944598337950139,0.8268714011516315,0.9029553552714316,112913,2605,227.5863,2.53349
albert,LogisticRegression,10,51,0.30880534256740044,0.9585412667946257,0.4671218782153213,112913,2605,87.09124,0.01497
albert,KNN,10,51,0.9679358717434869,0.7416506717850287,0.8398174309932623,112913,2605,0.18664,106.14217
albert,MLP,10,51,0.9056240369799692,0.9024952015355087,0.9040569121322822,112913,2605,130.01623,0.14033
albert,CatBoost,10,51,0.8522314049586777,0.9896353166986565,0.9158081705150977,112913,2605,63.14976,0.12793
albert,XGBoost,10,51,0.956015037593985,0.9761996161228407,0.9660018993352326,112913,2605,15.63691,0.38591
bart,RandomForest,10,51,0.9944598337950139,0.8268714011516315,0.9029553552714316,112913,2605,226.07779,2.5042
bart,LogisticRegression,10,51,0.30880534256740044,0.9585412667946257,0.4671218782153213,112913,2605,87.56035,0.0152
bart,KNN,10,51,0.9679358717434869,0.7416506717850287,0.8398174309932623,112913,2605,0.18333,105.77679
bart,MLP,10,51,0.9056240369799692,0.9024952015355087,0.9040569121322822,112913,2605,131.53738,0.11348
bart,CatBoost,10,51,0.8522314049586777,0.9896353166986565,0.9158081705150977,112913,2605,61.60019,0.13187
bart,XGBoost,10,51,0.956015037593985,0.9761996161228407,0.9660018993352326,112913,2605,15.84665,0.39783
bert,RandomForest,10,51,0.9944598337950139,0.8268714011516315,0.9029553552714316,112913,2605,239.38641,2.6856
bert,LogisticRegression,10,51,0.30880534256740044,0.9585412667946257,0.4671218782153213,112913,2605,89.33042,0.01526
bert,KNN,10,51,0.9679358717434869,0.7416506717850287,0.8398174309932623,112913,2605,0.18495,105.23485
bert,MLP,10,51,0.9056240369799692,0.9024952015355087,0.9040569121322822,112913,2605,131.62492,0.14168
bert,CatBoost,10,51,0.8522314049586777,0.9896353166986565,0.9158081705150977,112913,2605,61.99254,0.13228
bert,XGBoost,10,51,0.956015037593985,0.9761996161228407,0.9660018993352326,112913,2605,15.79825,0.3909
distilbert,RandomForest,10,51,0.9944598337950139,0.8268714011516315,0.9029553552714316,112913,2605,233.49495,2.58533
distilbert,LogisticRegression,10,51,0.30880534256740044,0.9585412667946257,0.4671218782153213,112913,2605,88.49937,0.01541
distilbert,KNN,10,51,0.9679358717434869,0.7416506717850287,0.8398174309932623,112913,2605,0.19176,106.04701
distilbert,MLP,10,51,0.9056240369799692,0.9024952015355087,0.9040569121322822,112913,2605,130.94167,0.11579
distilbert,CatBoost,10,51,0.8522314049586777,0.9896353166986565,0.9158081705150977,112913,2605,61.43687,0.14017
distilbert,XGBoost,10,51,0.956015037593985,0.9761996161228407,0.9660018993352326,112913,2605,15.83586,0.38796
minilm,RandomForest,10,51,0.9944263817928471,0.8218809980806142,0.899957965531736,112913,2605,232.20137,2.67547
minilm,LogisticRegression,10,51,0.30880534256740044,0.9585412667946257,0.4671218782153213,112913,2605,89.66998,0.01492
minilm,KNN,10,51,0.9679358717434869,0.7416506717850287,0.8398174309932623,112913,2605,0.18694,104.49213
minilm,MLP,10,51,0.9162426614481409,0.8986564299424185,0.9073643410852713,112913,2605,182.44152,0.45017
minilm,CatBoost,10,51,0.8782816229116945,0.9888675623800384,0.9302997472011556,112913,2605,61.49084,0.12881
minilm,XGBoost,10,51,0.956997359486986,0.9738963531669865,0.965372907153729,112913,2605,15.80326,0.40833
roberta,RandomForest,10,51,0.9944598337950139,0.8268714011516315,0.9029553552714316,112913,2605,241.61134,2.77784
roberta,LogisticRegression,10,51,0.30880534256740044,0.9585412667946257,0.4671218782153213,112913,2605,92.50616,0.01564
roberta,KNN,10,51,0.9679358717434869,0.7416506717850287,0.8398174309932623,112913,2605,0.19307,106.52451
roberta,MLP,10,51,0.9056240369799692,0.9024952015355087,0.9040569121322822,112913,2605,133.72277,0.11868
roberta,CatBoost,10,51,0.8522314049586777,0.9896353166986565,0.9158081705150977,112913,2605,62.15103,0.13463
roberta,XGBoost,10,51,0.956015037593985,0.9761996161228407,0.9660018993352326,112913,2605,15.92442,0.3998
